CLUES|DOMINGO|LUNES|MARTES|MIERCOLES|JUEVES|VIERNES|SABADO|HORA INICIO|HORA FIN
ASSSA001191|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
ASSSA001203|NO|SI|SI|SI|SI|SI|NO|07:30|14:00
ASSSA001215|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
ASSSA001220|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
ASSSA001232|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
ASSSA001244|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
ASSSA001250|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
ASSSA001265|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
ASSSA001274|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
ASSSA001283|NO|SI|SI|SI|SI|SI|NO|07:30|21:00
ASSSA001292|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
ASSSA001310|NO|SI|SI|SI|SI|SI|NO|07:00|21:00
ASSSA001326|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
ASSSA001331|NO|SI|SI|SI|SI|SI|NO|08:00|21:00
ASSSA001331|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
ASSSA001343|NO|SI|SI|SI|SI|SI|NO|07:30|21:00
ASSSA001355|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
ASSSA001360|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
ASSSA001372|NO|SI|SI|SI|SI|SI|NO|08:30|15:30
ASSSA001384|NO|SI|SI|SI|SI|SI|NO|08:30|15:30
ASSSA001396|NO|SI|SI|SI|SI|SI|NO|08:30|15:30
ASSSA001401|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
ASSSA001413|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
ASSSA001425|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
ASSSA001430|NO|SI|SI|SI|SI|SI|NO|07:30|14:00
BCCIJ000014|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCCIJ000026|NO|SI|SI|SI|SI|SI|NO|08:00|19:30
BCCIJ000031|NO|SI|SI|SI|SI|SI|NO|08:00|19:30
BCCRO000014|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCCRO000026|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCCRO000031|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCCRO000041|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCDIF000013|NO|SI|SI|SI|SI|SI|NO|08:00|17:00
BCDIF000025|NO|SI|SI|SI|SI|SI|NO|08:00|17:00
BCFGE000015|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCHUN000014|NO|SI|SI|NO|NO|NO|NO|09:00|14:00
BCIMB000010|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000022|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB000034|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB000046|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB000051|SI|SI|SI|SI|SI|SI|SI|07:00|15:30
BCIMB000063|NO|SI|SI|SI|SI|SI|NO|07:30|15:00
BCIMB000075|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000080|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000092|SI|SI|SI|SI|SI|SI|SI|08:00|15:00
BCIMB000104|SI|SI|SI|SI|SI|SI|SI|07:00|16:00
BCIMB000116|SI|SI|SI|SI|SI|SI|SI|07:00|15:30
BCIMB000121|NO|SI|SI|SI|SI|SI|NO|07:00|15:30
BCIMB000133|NO|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMB000145|NO|SI|SI|SI|SI|SI|SI|08:00|15:30
BCIMB000150|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000162|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMB000174|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000186|SI|SI|SI|SI|SI|SI|SI|08:00|15:00
BCIMB000191|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMB000203|NO|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMB000215|SI|SI|SI|SI|SI|SI|SI|08:00|15:00
BCIMB000220|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000232|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000244|NO|SI|SI|SI|SI|SI|NO|07:30|15:30
BCIMB000256|NO|SI|SI|SI|SI|SI|NO|07:30|15:30
BCIMB000261|NO|SI|SI|SI|SI|SI|NO|07:30|15:30
BCIMB000273|NO|SI|SI|SI|SI|SI|NO|07:30|15:30
BCIMB000285|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
BCIMB000290|NO|SI|SI|SI|SI|SI|SI|08:00|15:30
BCIMB000302|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
BCIMB000302|SI|NO|NO|NO|NO|NO|SI|08:00|14:00
BCIMB000314|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
BCIMB000326|SI|SI|SI|SI|SI|SI|SI|08:00|15:00
BCIMB000331|NO|SI|SI|SI|SI|SI|NO|07:00|15:30
BCIMB000343|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMB000355|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000360|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000372|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000384|SI|SI|SI|SI|SI|SI|SI|07:00|14:30
BCIMB000396|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000401|NO|SI|SI|SI|SI|SI|NO|07:00|15:30
BCIMB000413|SI|SI|SI|SI|SI|SI|SI|07:00|14:30
BCIMB000425|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000430|NO|SI|SI|SI|SI|SI|NO|07:00|15:30
BCIMB000442|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000454|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000466|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000471|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000483|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000495|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000495|SI|NO|NO|NO|NO|NO|SI|07:00|19:00
BCIMB000500|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000512|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000524|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000536|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000541|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000553|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000565|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000570|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000582|SI|SI|SI|SI|SI|SI|SI|07:30|15:00
BCIMB000594|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000606|NO|SI|SI|SI|SI|SI|NO|07:00|15:30
BCIMB000611|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000623|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000635|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000635|SI|NO|NO|NO|NO|NO|SI|07:00|19:00
BCIMB000640|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMB000652|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000664|SI|SI|SI|SI|SI|SI|SI|07:00|14:30
BCIMB000676|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000681|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000693|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000705|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000710|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000722|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000734|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB000746|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000751|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000763|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000775|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000780|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000792|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB000804|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000816|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000821|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000833|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000845|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000850|SI|SI|SI|SI|SI|SI|SI|07:00|14:30
BCIMB000862|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000874|SI|SI|SI|SI|SI|SI|SI|07:00|14:30
BCIMB000886|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000891|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000903|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000915|SI|SI|SI|SI|SI|SI|SI|07:00|14:30
BCIMB000920|SI|SI|SI|SI|SI|SI|SI|07:00|14:30
BCIMB000932|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB000944|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB000956|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000961|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000973|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000985|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB000990|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001002|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001014|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001026|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB001031|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001043|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001055|SI|SI|SI|SI|SI|SI|SI|07:00|14:30
BCIMB001060|NO|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB001072|SI|SI|SI|SI|SI|SI|SI|07:00|14:30
BCIMB001084|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001096|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001101|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001113|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB001125|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB001130|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001142|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001154|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001166|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001171|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001183|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001195|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001200|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001212|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001224|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001236|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001241|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001253|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001265|SI|SI|SI|SI|SI|SI|SI|08:00|14:30
BCIMB001270|SI|SI|SI|SI|SI|SI|SI|08:00|15:00
BCIMB001282|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001294|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001306|NO|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMB001311|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB001323|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB001335|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB001340|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB001352|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB001364|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
BCIMB001376|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001381|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMB001393|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMB001405|NO|SI|SI|SI|SI|SI|NO|08:00|15:30
BCIMB001410|NO|SI|SI|SI|SI|SI|NO|07:30|15:00
BCIMB001422|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB001434|SI|SI|SI|SI|SI|SI|SI|08:00|15:00
BCIMB001446|SI|SI|SI|SI|SI|SI|SI|07:00|14:30
BCIMB001451|NO|SI|SI|SI|SI|SI|NO|07:00|15:30
BCIMB001463|SI|SI|SI|SI|SI|SI|SI|07:00|16:00
BCIMB001475|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMB001480|SI|SI|SI|SI|SI|SI|SI|08:00|15:00
BCIMB001492|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
BCIMB001504|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001516|SI|SI|SI|SI|SI|SI|SI|07:30|16:00
BCIMB001521|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001533|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001545|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001550|NO|SI|SI|SI|SI|SI|NO|07:30|15:30
BCIMB001562|NO|SI|SI|SI|SI|SI|NO|07:30|15:30
BCIMB001574|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
BCIMB001586|NO|SI|SI|SI|SI|SI|NO|07:00|16:00
BCIMB001591|NO|SI|SI|SI|SI|SI|NO|07:00|16:00
BCIMB001603|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001615|NO|SI|SI|SI|SI|SI|NO|07:00|16:00
BCIMB001620|SI|SI|SI|SI|SI|SI|SI|07:00|15:00
BCIMB001632|NO|SI|SI|SI|SI|SI|NO|07:00|16:00
BCIMB001644|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001656|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001661|SI|SI|SI|SI|SI|SI|SI|08:00|15:30
BCIMB001673|NO|SI|SI|SI|SI|SI|NO|07:00|20:00
BCIMB001685|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001690|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001702|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMB001714|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001726|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001731|NO|SI|SI|SI|SI|SI|NO|07:00|20:00
BCIMB001743|NO|SI|SI|SI|SI|SI|NO|07:30|15:30
BCIMB001755|NO|SI|SI|SI|SI|SI|NO|07:00|14:30
BCIMB001760|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
BCIMB001772|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMB001784|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMB001796|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMO000012|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMO000012|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000024|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMO000024|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000036|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMO000036|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000041|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMO000041|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000053|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMO000053|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000065|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
BCIMO000065|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000070|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
BCIMO000082|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMO000082|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000094|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMO000094|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000106|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMO000106|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000111|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMO000111|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000123|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
BCIMO000123|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
BCIMO000181|NO|SI|SI|SI|SI|SI|NO|12:00|20:00
BCIMO000181|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
BCIMO000193|NO|SI|SI|SI|SI|SI|NO|12:00|20:00
BCIMO000193|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
BCIMO000205|NO|SI|SI|SI|SI|SI|NO|12:00|20:00
BCIMO000205|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
BCIMO000210|NO|SI|SI|SI|SI|SI|NO|12:00|20:00
BCIMO000210|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
BCIMS000011|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMS000023|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000035|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000040|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000076|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000081|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000093|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000105|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000110|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMS000122|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMS000134|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000146|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000151|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000163|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000175|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000180|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000192|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000204|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000216|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000221|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000233|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000250|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMS000262|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMS000274|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000286|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000291|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000303|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000315|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000320|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000344|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000373|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMS000385|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000402|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000414|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000426|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000431|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000443|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIMS000455|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
BCIMS000460|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
BCIMS000472|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000472|SI|SI|SI|SI|SI|SI|SI|00:00|12:00
BCIMS000472|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
BCIMS000484|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
BCIMS000496|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000501|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIMS000501|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIST000011|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIST000023|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000035|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000040|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIST000052|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000064|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000076|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000081|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000093|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCIST000105|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000110|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000122|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000134|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000146|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000151|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCIST000163|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCPJE000010|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
BCPJE000022|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
BCPJE000034|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
BCPJE000046|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
BCPJE000051|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
BCPJE000063|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCPJE000075|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
BCSDN000012|SI|SI|SI|SI|SI|SI|SI|00:01|23:59
BCSDN000024|SI|SI|SI|SI|SI|SI|SI|00:00|00:00
BCSDN000041|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
BCSDN000053|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
BCSMA000013|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMA000025|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCSME000012|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
BCSME000036|NO|SI|SI|SI|SI|SI|NO|07:00|20:00
BCSME000053|NO|SI|SI|SI|SI|SI|NO|06:00|20:00
BCSME000053|SI|NO|NO|NO|NO|NO|SI|07:00|19:00
BCSME000106|NO|SI|SI|SI|SI|SI|NO|00:00|23:55
BCSME000106|SI|NO|NO|NO|NO|NO|SI|08:00|20:00
BCSME000210|NO|SI|SI|SI|SI|NO|NO|08:00|15:00
BCSME000210|NO|NO|NO|NO|NO|SI|NO|08:00|14:30
BCSME000222|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCSME000234|NO|SI|SI|SI|SI|SI|NO|08:00|15:00
BCSME000246|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCSME000246|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
BCSME000251|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
BCSMP000011|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMP000023|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMP000052|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMP000081|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMP000344|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMP000356|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMP000361|NO|SI|SI|SI|SI|SI|NO|07:30|19:00
BCSMP000361|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
BCSMP000373|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMP000385|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMP000583|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMP001686|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
BCSMP002041|NO|SI|SI|SI|SI|SI|NO|09:00|20:00
BCSMP002041|NO|NO|NO|NO|NO|NO|SI|10:00|14:00
BCSMP002070|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
BCSMP002203|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002212|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002221|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002230|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002245|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002254|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002263|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002272|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002281|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002290|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002305|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002314|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002323|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002332|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002341|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
BCSMP002350|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
BCSMP002365|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002374|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002383|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002392|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002401|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002410|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002425|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002452|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
BCSMP002461|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
